Unnamed: 0,adverse weather,capsized,coastal isolation,collision,discharge of contaminated water,disruption,drifting,drunken driving,engine damage,engine failure,exceeding capacity,explosion,fire,flooding,inspection,maritime safety threat,mechanical defects,minor contact,missing,nuclear,nuclear power plants,oil spill,overloading,overturning,prevention,radiation,rescue,safety measures,search and rescue operations,seizure,steering system damage,stranded,violating crew standards,war,injured,deaths,Overall Severity,Severity Level
Article 392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051132957,0,0,0,0,0.010945186,0,0,0,0,0,0,0.013486637,0,0,0,0,0,0,,,0.23016949,medium
Article 393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027076416,0.014404867,0.015999246,0,0,0,0,0,0.009604241,0,0.065018989,0,0,0,0,,,0.301578687,medium
Article 395,0,0,0,0.041012487,0,0,0,0,0.022328881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187436,0,0,0,,,0.110776196,low
Article 396,0,0,0,0,0.008467359,0,0,0,0,0,0,0,0,0,0,0.030645504,0,0.018579633,0,0,0,0,0,0,0,0,0.075396707,0.00342197,0.038819138,0,0,0,0,0,,,0.489967936,medium
Article 397,0,0,0.024160074,0,0.013940599,0,0,0,0.074678953,0.060066976,0,0,0,0,0,0.008442119,0,0,0,0,0,0,0,0,0,0,0.062066303,0.002816953,0.031955777,0,0,0,0,0,,,0.417130216,medium
Article 398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 399,0,0,0,0.010584824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036183555,0,0,0,0,0,0,0,0,0,0,0,0,0.022171345,,,0.068939724,low
Article 400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017744874,0,0,0,0,0,0,0,0,0,0,0,0.015270472,0,0,0,0,0,0,,,0.116515903,low
Article 401,0,0,0,0,0.005138137,0,0,0.012383569,0,0,0,0,0,0,0,0.010347461,0,0,0,0,0,0.01092402,0,0,0,0,0,0.002076509,0,0,0,0,0,0,,,0.143732991,medium
Article 402,0,0,0,0.052470599,0,0,0,0,0.014283574,0,0,0,0,0,0,0.034779197,0,0,0,0,0,0,0,0,0,0,0,0.003683604,0,0,0.011990104,0,0.019978169,0,,,0.378281322,medium
Article 403,0,0,0,0,0,0,0,0,0.00510436,0.004105621,0.005248184,0,0,0,0,0.008049987,0,0,0,0,0.012500639,0,0,0,0,0,0,0.001540326,0,0,0,0,0,0,,,0.052146728,low
Article 404,0,0,0.013438275,0,0,0,0,0,0,0,0,0,0,0,0,0.018782643,0,0,0,0,0.012715821,0,0,0,0.014577367,0,0.069044824,0.006267364,0.035548775,0,0,0,0.016995648,0,,,0.445977407,medium
Article 405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012589418,0.013145071,0,0,0,0,0,0,0,0,0.015125471,0,0.011940147,0.013006029,0.006147566,0,0,0,0,0,,,0.223910063,medium
Article 406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007085609,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.036879506,low
Article 407,0,0,0,0.037419452,0,0,0,0,0.008705282,0.007001972,0,0.344906671,0,0,0,0.002608847,0.009954804,0,0.009550677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019595025,,,0.608818277,medium
Article 408,0,0,0,0.012271528,0.004263412,0,0,0,0,0,0,0.113110476,0,0,0,0,0,0,0.025056787,0,0,0,0,0,0,0,0.012654368,0,0.006515293,0,0,0,0,0,,,0.200739273,medium
Article 409,0,0,0,0,0.00819273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154568608,0,0,0,0,0,0,0,0,0,0,0.025727761,0,,,0.238141663,medium
Article 410,0,0,0,0,0.007257422,0,0,0,0.011372988,0,0,0,0,0,0,0.008893037,0,0,0.085306174,0,0,0,0,0,0,0,0.032311477,0.00879897,0.047886272,0,0.009546862,0,0,0,,50,50.42169447,high
Article 411,0,0,0,0,0.003776244,0,0,0,0,0,0,0,0,0,0,0.004627301,0,0,0,0,0,0,0,0,0,0,0,0.004578356,0,0,0,0,0,0,,,0.045433161,low
Article 412,0.031417435,0,0,0,0.076404276,0,0,0,0.027469371,0,0,0,0,0,0,0.003579917,0,0,0,0.063070312,0.11855146,0,0,0,0,0,0,0.025913641,0,0,0.023058698,0,0,0,,,0.405332525,medium
Article 413,0,0,0,0.023789394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.194528544,medium
Article 414,0,0,0,0.106040477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,17.10604048,high
Article 415,0,0,0,0.069554892,0,0,0,0,0,0,0,0,0,0,0,0.014547894,0,0,0.0177527,0,0,0,0,0,0,0,0.044828015,0,0.023080383,0,0,0,0.013241505,0,,,0.36125816,medium
Article 416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002765866,0,0,0,0,0,0.014396653,0,0,0,0,0,0.00273661,0,0,0,0,0,0.040825779,,,0.06914718,low
Article 417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010775564,0,0,0,0,0,0,0,0,0,0,0,0.00216242,0,0,0,0,0,0,,,0.058443121,low
Article 418,0,0,0,0.017687959,0,0,0,0,0.016459747,0.013239168,0,0.108690264,0,0,0,0.020938241,0,0,0,0,0,0,0,0,0,0,0,0,0.006295946,0,0,0,0,0,,,0.299489912,medium
Article 419,0,0.068916073,0,0.078588873,0.013651793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.16115674,medium
Article 420,0,0,0,0.044574349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09101474,0,0,0,0,0,0,0,0.022982476,0,0.027698907,0,0,0,0.016971673,0,,,0.203242145,medium
Article 421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015226822,0,0,0,0,0,0,0,0,0.056459719,0,0,0.009102817,0,0,0,0,0,0,,,0.16637187,medium
Article 422,0,0,0,0,0,0,0,0,0,0,0.01264734,0,0,0,0,0.020503449,0,0,0,0,0.015062336,0,0,0,0,0,0,0.018853026,0,0,0,0,0,0,,,0.174137021,medium
Article 423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 424,0,0,0,0.12194941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083001353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.293949849,medium
Article 425,0,0,0,0.168011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042881949,0,0,0,0,0,0,0,0.021656566,0,0.011150212,0,0,0,0,0,,3,3.243699751,high
Article 426,0,0.033993444,0,0.038764636,0.013467728,0,0.023820377,0,0,0,0,0,0,0,0,0.021621056,0,0.014775886,0.079152098,0,0,0,0,0,0,0,0.04996749,0,0.040457686,0,0,0,0.02213944,0,,13,13.43366252,high
Article 427,0,0,0,0,0.027611356,0,0,0,0.009927017,0,0,0,0,0,0.01982466,0.012937282,0,0,0,0.022792662,0.022514171,0,0,0,0,0.011976124,0,0.020885193,0,0,0.008333067,0,0,0,,,0.304465859,medium
Article 428,0,0.067243747,0,0.038340913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039143457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,16.45020459,high
Article 429,0,0,0,0,0.016022239,0,0,0,0,0,0,0,0,0,0.012535521,0.042196937,0,0.017578524,0,0,0,0,0,0,0,0,0,0.043111708,0,0,0,0,0,0,,,0.381641869,medium
Article 430,0,0,0,0,0.124862439,0,0,0,0.026934822,0,0,0,0,0,0.02689497,0.007020505,0,0,0,0,0,0,0,0,0,0.010831544,0,0.021570408,0,0,0.02260998,0,0,0,,,0.375692154,medium
Article 431,0,0,0,0.060301596,0,0,0,0,0,0,0,0,0,0,0,0,0.028503027,0,0,0,0,0.029694293,0,0,0,0,0,0,0,0,0,0,0,0,,,0.118498916,low
Article 432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014659309,0,0,0.03515474,0,0,0,0,0,0,0,0,0.02977239,0.026170895,0,0,0,0,0,,1,1.208563065,high
Article 433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 434,0,0,0.002876,0,0.253076408,0,0,0,0,0,0,0,0,0,0,0.015375484,0,0,0,0.19106915,0.183057067,0,0,0,0.006239568,0.018824051,0,0.012495678,0,0,0,0,0,0.02001022,,,0.787826559,medium
Article 435,0.056085485,0,0.01300596,0,0,0,0,0,0,0,0,0,0,0,0,0.030546253,0,0,0,0,0,0,0,0,0.014108407,0,0.033411812,0.024262961,0.02489123,0,0,0,0,0,,,0.500276804,medium
Article 436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003238916,0,0,0.023301897,0,0,0,0,0,0,0,0,0.003204656,0.067740103,0,0,0,0,0,,226,226.2503975,high
Article 437,0,0,0,0.038875305,0.013506177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020044057,0,0.010319987,0,0,0,0,0,,,0.082745526,low
Article 438,0,0.083087631,0,0.047374749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.13046238,low
Article 439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02089989,0,0,0,0,0,0,0,0,0,0,0,0.02067882,0.008737173,0,0,0,0.009346033,0,,,0.196181445,medium
Article 440,0,0,0,0,0,0,0,0,0.021633218,0.017400377,0,0,0,0,0,0,0,0,0,0,0,0.008585808,0,0,0,0,0,0,0,0,0,0,0,0,,,0.104596319,low
Article 441,0,0,0,0,0.012598703,0,0,0,0,0,0,0,0,0,0,0.00514603,0,0,0,0.045330897,0.024116395,0,0,0,0,0,0,0.005091597,0,0,0,0,0,0,,,0.251507053,medium
Article 442,0,0,0,0.073635677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037588502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,37.13698094,high
Article 443,0,0.037571557,0.006449339,0,0,0,0,0,0.019934951,0.0160344,0,0,0,0,0.058230102,0.039096909,0,0,0.021870891,0,0,0,0,0,0.013992032,0,0,0.015039264,0,0,0,0,0.008156604,0,,1,1.43028961,high
Article 444,0,0,0,0,0,0,0,0,0.020248323,0.016286457,0,0,0,0,0,0.009155927,0,0,0,0,0,0,0,0,0,0,0,0.003055136,0,0,0,0,0,0,,,0.305147807,medium
Article 445,0,0,0,0,0.172589774,0,0,0,0.010281584,0,0,0,0,0,0.010266371,0.029198804,0,0,0,0.118033773,0.105832246,0,0,0,0,0.024807758,0,0.013257634,0,0,0.008630701,0,0.011748985,0,,,0.614456508,medium
Article 446,0,0,0,0,0,0,0,0,0.008856392,0,0,0,0,0,0,0.061844768,0,0,0,0,0,0,0,0,0,0,0.008387216,0.034259743,0.004318285,0,0.007434348,0,0,0,,,0.441295921,medium
Article 447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003829811,0,0,0,0,0,0,0,0,0,0,0,0.0037893,0,0,0,0,0,0.056530209,,,0.102520432,low
Article 448,0,0,0.006144178,0,0,0,0,0,0,0,0,0,0,0,0,0.002896166,0,0,0,0,0,0,0,0,0,0,0,0.002865531,0,0,0,0,0.012697245,0,,,0.053619988,low
Article 449,0,0,0,0.069517383,0,0,0,0,0.018924058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01588548,0,0,0,,,0.104326921,low
Article 450,0,0,0,0.074315648,0,0,0,0,0.013486829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075734152,0,0.009431889,0,2.1,,2.272968517,high
Article 451,0,0,0,0.07499156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038280634,0,0,0,0,0,0,0,0.019332775,0,0.024202754,0,0,0,0,0,,,0.183038759,medium
Article 452,0,0,0,0,0,0,0,0,0,0.029877405,0,0,0,0,0.014965421,0.027073484,0,0,0,0,0,0,0,0,0.053940307,0,0,0.011595493,0,0,0,0,0,0,,,0.269635133,medium
Article 453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011712636,0,0,0,0,0,0,,,0.018380333,low
Article 454,0,0,0,0.103904424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013187195,0,,27,27.1413212,high
Article 455,0,0,0.004576498,0,0.002640684,0,0,0.006364387,0,0,0,0,0,0,0,0.004276886,0,0,0,0,0.004330461,0,0,0,0,0,0,0.005504603,0.00270546,0,0,0,0,0,,,0.240377214,medium
Article 456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002165775,0,0,0,0,0,0,0,0,0,0,0,0.00891004,0.005799756,0,0,0,0,0,,,0.182216167,medium
Article 457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028094558,0.022000915,0.027496643,0,0,0,0,0,0,0,0,0,0,0.021768199,0.01839491,0,0,0,0.009838391,0,,,0.271305116,medium
Article 458,0,0,0,0,0,0,0,0,0.008363484,0,0,0,0,0,0,0.004321915,0,0,0,0,0,0.028366897,0,0,0,0,0,0.002156866,0.008201833,0,0.007020585,0,0,0.016088471,,,0.089323558,low
Article 459,0.005904406,0,0.004107612,0,0,0,0,0,0.007428391,0,0,0,0,0,0.044504403,0.019227176,0,0,0,0,0,0,0,0,0,0,0.028139458,0.011494287,0.014488027,0,0.006235637,0.022671788,0,0,,24,24.32059906,high
Article 460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003872894,0,0,0,0,0,0,0,0,0,0,0,0.015933159,0,0,0,0,0.010391307,0,,,0.223140234,medium
Article 461,0,0,0.006654021,0,0.007678871,0,0,0,0.012033434,0,0,0,0,0,0.048062518,0.012436798,0,0,0,0.027629043,0.027291459,0,0,0,0,0,0,0.006206626,0,0,0.010101262,0,0,0,,,0.298903906,medium
Article 462,0,0,0,0,0,0,0,0.021018783,0,0,0,0,0,0,0,0.03537369,0,0,0,0,0,0,0,0,0.016395317,0,0,0.021146909,0,0,0,0,0,0,,,0.254289929,medium
Article 463,0,0,0.059078016,0,0,0,0,0,0.033043817,0,0,0,0,0.040510922,0,0.021382129,0,0,0,0,0,0,0,0,0,0,0,0.012782549,0,0,0.027738072,0,0,0,,,0.302079316,medium
Article 464,0,0,0.007542811,0,0,0,0,0,0.027281522,0,0,0,0,0,0,0.007110872,0,0.019100097,0,0,0,0,0,0,0,0,0,0.018144957,0,0,0.022901011,0,0,0,,,0.22291667,medium
Article 465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 466,0,0,0.039079871,0,0.018039574,0,0,0,0,0,0,0,0,0,0,0.054878279,0,0,0,0,0,0,0,0,0,0,0,0.032807037,0,0,0,0,0,0,,,0.392027861,medium
Article 467,0,0,0.004687718,0,0.010819436,0,0,0,0,0,0,0,0,0,0,0.004419276,0,0,0,0,0,0,0,0,0,0,0,0.004372531,0,0,0,0,0,0,,,0.053165975,low
Article 468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03653005,0,0,0,0,0,0,0,0,0,0,0.010320231,0.01405188,0.005313527,0,0,0,0,0,,,0.202110911,medium
Article 469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017090039,0,0,0,0,0,0.014999951,0,0,0,0,0,0.005702578,0,0,0,0,0.025268274,0,,,0.113537036,low
Article 470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001817317,0,0,0.013074419,0,0,0,0,0,0,0,0,0.001798095,0,0,0,0,0,0,,300,300.0972429,high
Article 471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,424,424,high
Article 472,0,0,0,0,0.12776506,0,0,0,0,0,0,0,0,0,0.006739496,0.01055543,0,0,0,0.077484836,0.055348763,0,0,0,0,0.016285382,0,0.01044378,0,0,0,0,0.007712777,0,,,0.418091043,medium
Article 473,0,0,0.005076433,0,0,0,0,0,0.109839015,0.088347481,0,0,0,0,0,0.033167,0,0,0,0,0.028821114,0,0,0,0,0,0,0.021682066,0,0,0,0,0,0,,,0.401681742,medium
Article 474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 475,0.026375137,0,0.045872026,0,0,0,0,0,0.01659141,0,0,0,0,0,0,0.034295119,0,0,0,0,0,0,0,0,0.019904143,0,0,0.017115094,0,0,0.013927378,0,0,0,,,0.385054694,medium
Article 476,0,0,0,0.094150183,0,0,0,0,0.010251845,0,0,0,0,0,0,0.005251246,0,0,0.115345098,0,0,0,0,0,0,0,0,0,0,0,0.008605737,0,0.021508597,0,,,0.35783577,medium
Article 477,0,0,0,0.170465757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043508478,0,0,0,0,0,0,0,0.043945962,0,0.055016068,0,0,0,0,0,,,0.312936264,medium
Article 478,0,0,0,0.018307431,0,0,0,0,0.009967316,0,0,0,0,0,0,0.007703464,0,0,0.018690638,0,0,0,0,0,0,0,0,0.00257048,0.006516444,0,0.008366895,0,0.00697055,0,,1,1.097224618,high
Article 479,0,0,0.010222483,0,0.005898472,0,0,0,0.0092434,0,0,0,0,0.022664371,0,0.011962515,0,0,0,0,0,0,0,0,0,0,0.008753722,0.014679371,0.004506986,0,0.007759216,0,0,0,,,0.225513495,medium
Article 480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011200518,0,0,0,0,0,0,0,0,0,0,0.00813907,0.011082043,0.004190524,0,0,0,0,0,,,0.139947757,low
Article 481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009341645,0,0,0,0,0,0,0,0,0,0,0.022627617,0.009242833,0.028327575,0,0,0,0,0,,,0.119701858,low
Article 482,0.011072643,0,0.007703082,0,0,0,0,0,0,0,0,0,0,0,0,0.02892149,0,0,0,0,0,0,0,0,0,0,0,0.021555453,0,0,0,0,0,0,,,0.209422437,medium
Article 483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,424,424,high
Article 484,0,0.02972205,0,0,0.035326384,0,0,0,0.040766787,0.098940681,0,0,0,0.022623097,0,0.014429313,0,0.04237865,0.017301591,0,0,0,0,0,0,0,0.01747556,0.014276686,0.008997557,0,0.007745086,0,0.019357542,0,12.6,,13.15037611,high
Article 485,0,0,0,0,0,0,0,0,0.012831568,0,0,0,0,0,0,0.008244904,0,0,0,0,0,0.00870431,0,0,0,0,0,0.001654572,0.008389038,0,0.010771242,0.039162529,0,0.049367061,,,0.157374781,medium
Article 486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004098056,0,0,0,0,0,0,0,0,0,0,0,0.004054709,0,0,0,0,0,0,,,0.06274585,low
Article 487,0,0,0,0.040321916,0,0,0,0,0,0,0,0,0,0,0,0.011244816,0,0,0.041165926,0,0,0,0,0,0,0,0.020789928,0,0.026026967,0,0,0,0.015352561,0,,,0.205620591,medium
Article 488,0,0,0,0.03731592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038097009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,37.10151814,high
Article 489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015509791,0,0,0,0,0.012357412,0.016373995,0,0,0,0,0,0.003112476,0.015780926,0,0,0,0.006895732,0,,,0.159206305,medium
Article 490,0,0,0,0,0.040301021,0,0,0,0,0,0,0,0,0,0,0.015145419,0,0,0,0.054119239,0.053457986,0,0,0,0,0,0,0.012637638,0,0,0,0,0,0,,,0.443256754,medium
Article 491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005048519,0,0,0,0,0,0,0,0,0,0,0,0.004995118,0,0,0,0,0,0,,,0.078585188,low
Article 493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022220582,0,0,0,0,0,0,0,0,0,0,0,0.028599192,0,0,0,0,0,0,,,0.146075788,medium
Article 496,0,0,0,0,0.007362966,0,0,0,0,0,0,0,0,0,0.011521313,0.006014912,0,0,0.086546773,0,0,0,0,0,0,0,0,0.005951289,0.039758389,0,0,0,0,0,,1,1.274193446,high
Article 497,0,0,0,0,0.099312011,0,0,0,0.004342756,0,0,0.012253707,0,0,0.008672661,0.009814828,0,0.009121235,0.004071752,0.169508154,0.166849008,0,0,0,0.002604927,0.007858763,0,0.005039807,0,0,0.003645453,0,0.006832555,0,,,0.614691247,medium
Article 498,0,0,0.003950561,0,0.294518595,0,0,0,0.014288746,0.014242132,0,0,0,0,0,0.00924602,0,0,0,0.082018228,0.066063393,0,0,0,0,0,0,0.005527406,0,0,0.011994445,0,0,0,,,0.565146784,medium
Article 499,0,0,0,0,0.028950993,0,0,0,0,0,0,0,0,0,0,0.006903722,0,0,0,0.060814245,0.060071189,0,0,0,0,0,0,0.006830698,0,0,0,0,0,0,,,0.184593203,medium
Article 500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060349119,0,0.015489459,0,0,0,0,0,0,0.039812617,0,0.02095223,0.048498042,0.010787573,0,0,0,0,0,,,0.796537046,medium
Article 501,0,0,0,0.017498187,0,0,0,0,0.032566304,0.026194253,0,0,0,0,0,0.007362948,0,0,0,0,0,0,0,0,0.011428891,0,0,0.002456857,0,0,0,0,0.006662431,0,,,0.168375598,medium
Article 502,0,0,0,0,0,0,0,0,0.021846779,0.017572153,0,0,0,0,0,0.003273582,0,0,0,0,0.013375756,0.017341132,0,0,0,0,0,0,0,0,0,0,0,0,,,0.103196824,low
Article 503,0,0,0,0.066789499,0,0,0,0,0,0,0,0,0,0,0,0.018625991,0,0,0.136375045,0,0,0,0,0,0,0,0,0,0.012690526,0,0,0,0.012715043,0,,,0.284482405,medium
Article 504,0,0,0.004289908,0,0.060448565,0,0,0,0,0,0,0,0,0,0.007746586,0.004044247,0,0,0,0.053438089,0.052785159,0,0,0,0,0.056156775,0,0.004001468,0,0,0,0,0.017730612,0,,,0.453008238,medium
Article 505,0,0,0,0.127110749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117362063,0,0,0,0,0.016384534,0,0.008435826,0,0,0,0,0,,32,32.26929317,high
Article 506,0,0,0.004423373,0,0,0,0.090286134,0,0.007999429,0,0,0,0,0.019614214,0.04792556,0.043422897,0,0,0,0,0,0.032558534,0,0,0.028789918,0,0.022726953,0.022692779,0.011701316,0,0.006714985,0,0,0,,,0.923641571,high
Article 507,0,0,0,0,0.2041172,0,0,0,0.003963848,0,0.027863735,0,0,0,0,0.002066337,0,0,0,0.036404349,0.052193878,0,0,0,0,0,0,0.002044481,0,0,0.003327385,0,0.004529574,0,,,0.443677218,medium
Article 508,0,0,0,0,0,0,0,0,0.01476476,0.011875829,0,0,0,0,0,0.002251573,0,0,0,0,0,0,0,0,0,0,0,0.002227757,0,0,0,0,0,0,,,0.064778344,low
Article 509,0,0,0,0,0.007506628,0,0,0,0.011763515,0,0,0,0,0,0,0.048311197,0,0,0,0,0,0,0,0,0.028224568,0,0.055701655,0.025228279,0.053311368,0,0.009874684,0,0,0,,,0.513287155,medium
Article 510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 511,0,0,0,0,0,0,0,0,0.014188338,0,0,0,0,0,0,0,0,0,0,0,0.004949209,0,0,0,0,0,0.013436696,0,0.006918087,0,0.01191016,0,0,0,,,0.063616177,low
Article 512,0.01165294,0,0,0.026927948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027491598,0,0,0.134216029,0,0,0,0,0,0,0.030050957,0,0,0,0.01025281,0,,34,34.25180363,high
Article 513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005987397,0,0,0.004064677,0,0,0,0,0.011406389,0,,,0.080093036,low
Article 514,0,0,0.012530118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.012530118,low
Article 515,0,0,0,0.077390151,0,0,0,0,0,0,0,0,0,0,0,0.010791129,0,0.033632595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014733141,0,,,0.15814916,medium
Article 516,0,0,0.003721159,0.012360408,0,0,0,0,0.020188539,0.01341512,0,0,0,0,0,0.006894043,0,0,0,0,0,0.257862218,0,0,0,0,0,0.005480646,0,0,0.016946927,0,0,0,,,0.462649498,medium
Article 517,0,0,0,0.031460272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064237584,0,0,0,0,0,0,0,0.016220876,0,0.008351564,0,0,0,0.023956983,0,,1,1.144227279,high
Article 518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03252013,0,0,0,0,0,0,0,0,0.015125735,0,0,0.023274695,0,0,0,0,0,0,,,0.266541056,medium
Article 519,0,0,0.006477886,0,0.007475607,0,0,0,0,0,0,0,0,0,0,0.036216501,0,0,0,0,0,0,0,0,0,0,0,0.012084667,0,0,0,0,0,0,,,0.211380777,medium
Article 520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002918682,0,0,0,0,0,0,0,0,0,0,0,0.00288781,0,0,0,0,0,0,,,0.104676711,low
Article 521,0,0,0,0.069542309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026478219,0,,,0.096020528,low
Article 522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006222135,0,0,0,0,0,0,0,0,0,0,0,0.00615632,0,0,0,0,0.033389044,0,,,0.194893637,medium
Article 523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016285919,0,0,0,0,0,0,0,0,0,0,0.035503425,0.016113654,0.026449446,0,0,0,0,0,,,0.189375418,medium
Article 525,0,0,0,0,0.175109762,0,0,0,0,0,0,0,0,0,0,0.009845707,0,0,0,0,0,0,0,0,0,0,0,0.030250803,0,0,0,0,0,0,,,0.42629943,medium
Article 526,0,0,0,0,0.079898423,0,0,0,0.014362805,0,0,0,0,0,0.057366217,0.018718176,0,0,0,0.065954666,0.09456095,0,0,0,0,0,0,0.018520183,0,0,0.012056613,0,0,0,,,0.470652421,medium
