Unnamed: 0,adverse weather,capsized,coastal isolation,collision,discharge of contaminated water,disruption,drifting,drunken driving,engine damage,engine failure,exceeding capacity,explosion,fire,flooding,inspection,maritime safety threat,mechanical defects,minor contact,missing,nuclear,nuclear power plants,oil spill,overloading,overturning,prevention,radiation,rescue,safety measures,search and rescue operations,seizure,steering system damage,stranded,violating crew standards,war,injured,deaths,Overall Severity,Severity Level
Article 256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013314571,0,0,0,0.07819121,0.041598341,0,0,0,0,0,0,0.013173735,0,0,0,0,0,0,,,0.208701054,medium
Article 257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007096162,0,0,0,0,0.014370107,0,0,0,0,0,0,0.003541364,0,0,0,0,0,0,,,0.067908453,low
Article 259,0,0,0,0,0.074484653,0,0,0,0,0,0,0,0,0,0.030770245,0.008032084,0,0,0,0.047169253,0.046592918,0,0,0,0,0,0,0.007947124,0,0,0,0,0,0,,,0.340669186,medium
Article 260,0,0,0,0.042756106,0,0,0,0,0.005819545,0,0,0,0,0,0,0.014904567,0,0.00929058,0.021825534,0,0,0,0,0,0,0,0.011022496,0,0.017346514,0,0.004885118,0,0,0,,37,37.23866611,high
Article 261,0,0,0.003523961,0,0.13863465,0,0,0,0.012745782,0,0,0,0,0,0.03818077,0.023197319,0,0,0,0.02926461,0.041957445,0,0,0,0,0.01537673,0,0.045673157,0,0,0.01069923,0,0,0,,,0.530594816,medium
Article 262,0,0,0,0,0,0,0,0,0.005494301,0,0,0,0,0,0,0.002864156,0,0,0,0,0,0,0,0,0,0,0,0.00283386,0,0,0.004612098,0,0,0,,,0.06447516,low
Article 263,0,0,0,0,0.024335907,0,0,0,0,0,0,0,0,0,0,0.037219145,0,0,0,0,0,0,0,0,0,0,0,0.005901019,0,0,0,0,0,0,,,0.259101126,medium
Article 264,0,0,0,0,0.085554112,0,0,0,0,0,0,0,0,0,0.037708791,0.006562188,0,0,0,0,0,0,0,0,0,0.015186647,0,0.016744869,0,0,0,0,0.028769659,0,,,0.403193565,medium
Article 265,0,0.051712594,0,0.058970778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090307713,0,0,0,0,0,0,0,0.015202628,0,0.007827304,0,0,0,0.022453111,0,,,0.246474128,medium
Article 266,0,0,0,0.075819748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038703396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,37.14104387,high
Article 267,0,0,0,0.041938624,0,0,0,0,0.011416554,0,0,0,0,0,0,0.002975701,0,0,0,0,0.011947045,0,0,0,0,0,0.03243525,0.002944225,0.032637112,0,0.009583433,0,0.039920304,0,,1,1.34513437,high
Article 268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 269,0,0,0,0,0.201948109,0,0,0,0.008803911,0,0,0,0,0,0,0.018670019,0,0,0,0.181925844,0.165883491,0,0,0,0,0,0,0.004540897,0,0,0.007390294,0,0.005030208,0.033871402,,,0.698467764,medium
Article 270,0,0,0,0,0.01453692,0,0,0,0,0,0,0,0,0,0.025791431,0.015709035,0,0,0,0.01976849,0.010516993,0,0,0,0,0.03116133,0,0.015542872,0,0,0,0,0,0,,,0.395666796,medium
Article 271,0,0,0,0.041437692,0,0,0,0,0.01128019,0,0,0,0,0,0,0.020274127,0,0,0,0,0,0.10326822,0,0,0,0,0.02136522,0.021282671,0.011000208,0,0.009468964,0,0,0,,,0.55862008,medium
Article 272,0,0,0,0,0.009343386,0,0,0,0,0,0,0,0,0,0,0.015132669,0,0,0,0,0,0,0,0,0,0,0,0.007552009,0,0,0,0.044687648,0,0,,,0.187016222,medium
Article 273,0,0,0,0.065268404,0.022675748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352459095,0,0,0,0,0,0,0,0,0,0,0,0,,,0.463233254,medium
Article 274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672901,0,0,0,0,0,0,0.090623435,0,0,0,0,0.006657833,0.016878324,0,0,0,0,0,,,0.372225682,medium
Article 275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02873891,0,0,0,0,0,0,0,0,0,0,0,0.023356153,0,0,0,0,0.00679868,0,,,0.126398713,low
Article 276,0.010777821,0,0,0,0,0,0,0,0,0,0.023829331,0,0,0,0.094777341,0.035097021,0.026502934,0,0,0,0,0.09198227,0,0,0,0,0,0.032024781,0,0,0,0,0,0,,,0.74897087,medium
Article 277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,low
Article 278,0,0,0.028074719,0,0,0,0,0,0,0,0,0,0,0,0,0.029314832,0,0,0,0,0,0,0,0,0,0,0.012020479,0.003273383,0.006188926,0,0,0,0,0,,,0.302515507,medium
Article 279,0,0,0,0,0,0,0,0,0.020627433,0.016591388,0,0,0,0,0,0.00314561,0,0,0,0,0,0,0,0,0,0,0,0.003112337,0,0,0,0,0.008439941,0,,,0.116560727,low
Article 280,0,0.015514898,0,0.01769251,0.03073393,0,0,0,0,0,0,0,0,0,0,0.002467009,0,0,0.036125693,0,0,0.019602712,0,0,0,0,0.004561118,0,0.005710076,0,0,0,0,0,,304,304.1373465,high
Article 281,0,0,0.010975198,0.109367462,0,0,0,0,0,0,0,0,0,0,0,0.002586676,0,0.015843151,0,0,0,0,0,0,0,0,0.028194861,0.002559315,0.014516552,0,0.023698479,0,0.041641637,0,0.7,,1.01137828,high
Article 282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004160773,0,0,0,0,0,0,0,0,0,0,0,0.004116762,0,0,0,0,0.031989017,0,,,0.052936419,low
Article 283,0,0,0,0,0,0,0,0.03924437,0,0,0.027634499,0,0,0,0.029463035,0.035623005,0,0,0,0,0,0,0.069051464,0.033892576,0,0,0,0.020292019,0,0,0,0,0,0,,,0.423218174,medium
Article 284,0,0,0,0,0.065735475,0,0,0,0,0,0,0,0,0,0.007866229,0.014373479,0,0,0,0.018087805,0.009622855,0,0,0,0,0,0,0.027053247,0,0,0,0,0,0,,,0.286747876,medium
Article 285,0,0,0.011694448,0,0.038097218,0,0,0,0,0,0,0,0,0,0.01055874,0.008268574,0,0,0,0.048558066,0.059030506,0,0,0,0,0.076542718,0,0.008181113,0,0,0,0,0.012083575,0,,,0.317415035,medium
Article 286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 287,0,0,0,0,0.135148013,0,0,0,0,0,0,0,0,0,0.024258709,0.012664702,0,0,0,0.027890544,0.027549765,0,0,0,0,0.043964232,0,0.01253074,0,0,0,0,0,0,,,0.403890739,medium
Article 288,0,0,0,0.071651569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048767577,0,0,0.070566713,0,0,0,0,0.012314485,0,0.015416538,0,0,0,0.009093773,0,,,0.244519156,medium
Article 289,0,0,0,0,0.094379201,0,0,0,0.009407154,0,0,0,0,0,0,0.00490391,0,0,0,0.064797131,0.04431686,0,0,0,0,0,0,0.004852039,0,0,0.007896676,0,0,0,,,0.31388536,medium
Article 290,0.012080002,0,0,0.055829628,0,0,0,0,0.030395941,0,0,0,0,0.037264689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025515357,0,0.010628559,0,,7,7.199340367,high
Article 291,0,0,0.005855167,0,0.003378489,0,0,0,0,0,0,0,0,0,0,0.014271287,0,0,0,0,0.016621164,0.007182891,0,0,0,0,0,0.002730742,0,0,0,0,0.003702572,0,,,0.0717704,low
Article 292,0,0,0,0.031705505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.251349308,medium
Article 293,0,0,0,0,0,0,0,0,0,0,0,0.092911385,0,0,0.016439697,0.010728305,0,0,0,0,0,0,0,0,0,0,0,0.010614826,0.016145836,0,0,0,0,0,,1,1.285659138,high
Article 294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009632141,0.01005727,0,0,0,0,0,0,0,0,0,0,0,0.009950889,0,0,0,0,0,0,,,0.112869904,low
Article 295,0.008951486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01124529,0.024486422,0,0,0,0,0,0,0,0,0,0,0,0,0.007362853,0,0,0,0,0,,,0.060658318,low
Article 296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026960852,0,0,0,0,0,0,0,0,0.015647494,0,0.012352235,0.013454904,0.006359736,0,0,0,0,0,,,0.35520288,medium
Article 297,0,0,0.080997223,0,0.011782649,0,0,0,0,0,0,0,0,0,0,0.019250826,0,0,0,0,0,0,0,0,0,0,0,0.0190472,0,0,0,0,0,0,,,0.314114989,medium
Article 298,0,0.109251861,0,0.03114651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031798462,0,0,0,0,0,0,0,0.0321182,0,0.016536543,0,0,0,0,0,,,0.264430093,medium
Article 299,0,0,0,0,0.031610579,0,0,0,0,0,0,0,0,0,0.022696059,0.008886669,0,0,0,0,0,0,0,0,0,0.041132231,0,0.00879267,0,0,0,0,0,0,,,0.178219192,medium
Article 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004260379,0,0,0,0,0,0,0,0,0,0,0,0.004215315,0,0,0,0,0,0,,,0.235681494,medium
Article 301,0,0,0,0,0,0.037562261,0,0,0,0,0,0,0,0,0.056500925,0.01474867,0,0,0,0,0,0,0,0,0,0,0,0.014592665,0,0,0,0,0.028347826,0,,,0.299520193,medium
Article 302,0,0,0,0,0.127854292,0,0,0,0,0,0,0,0,0,0,0.004970349,0,0,0,0,0,0,0,0,0,0,0,0.012682941,0,0,0,0,0,0,,,0.313919695,medium
Article 303,0,0,0,0,0.075467341,0,0,0,0,0,0,0,0,0,0,0.040832027,0,0,0,0,0,0,0,0,0,0,0.009333209,0.02541593,0.004805344,0,0,0,0,0,,,0.353121731,medium
Article 304,0,0,0,0.093429451,0,0,0,0,0,0,0,0,0,0,0,0.013027618,0,0,0,0,0,0.034505573,0,0,0,0,0,0,0.016627887,0,0,0,0,0,,,0.18366977,medium
Article 305,0,0,0,0,0,0,0,0,0,0,0.014002839,0,0,0,0,0.02885925,0,0,0,0,0.008338333,0,0,0,0.009559033,0,0,0.022928526,0,0,0,0,0.009105296,0,,,0.19686622,medium
Article 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01836651,0,0.005857202,0,0,0.056185027,0,0,0,0,0,0,0,0.035468735,0.011895711,0.059426147,0,0,0,0,0,,,0.428771089,medium
Article 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053931896,0.028692194,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.198201805,medium
Article 309,0,0.054389396,0,0.031011643,0.01077416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094982317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011807676,0,,8,8.450046613,high
Article 310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005129069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.015396658,low
Article 311,0.023784946,0,0.06324497,0,0,0,0.022516016,0,0,0,0,0,0,0,0,0.025998826,0,0,0,0,0,0,0,0,0.011966294,0,0,0.025723822,0,0,0,0,0,0,,,0.321927951,medium
Article 312,0,0,0.003541372,0,0.004086813,0,0,0,0,0,0,0,0,0,0,0.011510726,0,0,0,0,0,0,0,0,0.007683112,0,0,0.001651631,0,0,0,0,0,0,,,0.115815965,low
Article 313,0,0.058019259,0,0.066162623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101321288,0,0,0,0,0,0,0,0.034113363,0,0.030135196,0,0,0,0,0,,1,1.336037314,high
Article 314,0,0,0,0,0.030214556,0,0,0,0,0,0,0,0,0,0,0.001761891,0,0,0,0.015520333,0.015330699,0,0,0,0,0,0,0.01275365,0,0,0,0,0,0,,,0.142383243,medium
Article 315,0,0,0,0.074376957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3.074376957,high
Article 316,0,0,0,0,0.018266875,0,0.032308629,0,0.014312862,0,0,0,0,0,0,0.007461235,0,0,0.053678744,0,0,0,0,0,0,0,0,0.007382313,0.009990266,0,0.012014689,0,0.010009567,0,,,0.388657292,medium
Article 317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016241497,0.03391668,0,0,0,0,0,0,0,0,0,0,0,0.046804916,0.010634119,0,0,0,0,0,,,0.40846468,medium
Article 318,0.007172136,0,0.009979107,0,0,0,0,0,0,0,0,0,0,0,0,0.002351913,0,0,0,0,0,0,0,0,0,0,0,0.002327036,0,0,0,0,0,0,,,0.175840714,medium
Article 319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014967437,0,0,0,0,0,0,0,0,0,0,0,0.012489127,0,0,0,0,0.013309198,0,,,0.142957763,medium
Article 320,0,0,0,0.077655073,0,0,0,0,0,0,0,0,0,0,0,0.007218713,0,0,0,0,0,0,0,0,0,0,0,0,0.029510139,0,0,0,0.039422869,0,,2,2.224930453,high
Article 321,0,0,0,0,0,0,0,0,0.038722682,0.03114605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.181485977,medium
Article 322,0,0.035210976,0,0,0,0,0,0,0.043721942,0,0.019208868,0,0,0,0,0.002849008,0,0,0,0,0,0,0,0,0,0,0,0.002818873,0,0,0.036701643,0,0.015288267,0,,1,1.276258661,high
Article 323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002222467,0,0,0,0,0,0,0,0,0,0,0,0.002198959,0.011149194,0,0,0,0,0,,,0.0223382,low
Article 324,0,0,0,0,0.057896848,0,0,0,0,0,0,0,0,0,0.04156932,0.010851011,0,0,0,0.047792774,0.04720882,0,0,0,0,0.025112126,0,0.010736234,0,0,0,0,0.011893134,0,,,0.380695933,medium
Article 325,0,0,0,0.039967321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.214977028,medium
Article 326,0,0.096614336,0,0.16526214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112480915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020974508,0,,13,13.3953319,high
Article 327,0,0,0,0.066065283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033724074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.099789357,low
Article 328,0,0,0,0.026806288,0.009313123,0,0,0,0.01247246,0.010032049,0,0.329442477,0,0,0,0,0,0.010217732,0.013683696,0,0,0,0,0,0,0,0.006910644,0,0.00355805,0,0,0,0,0.028074697,,,0.489232672,medium
Article 329,0,0,0,0,0.063289391,0,0,0,0.017353741,0,0,0,0,0,0,0.006706114,0,0,0,0.019922296,0.037838992,0,0,0,0,0,0,0.002237686,0,0,0.014567304,0,0.009915245,0,,,0.320429546,medium
Article 330,0,0,0,0,0,0,0,0,0,0,0.028436284,0,0,0,0.064629005,0.020941185,0.031626778,0,0,0,0,0.065859188,0,0,0,0,0,0.012518946,0,0,0,0,0,0,,,0.686771755,medium
Article 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 332,0,0,0,0.065268404,0.022675748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352459095,0,0,0,0,0,0,0,0,0,0,0,0,,,0.463233254,medium
Article 333,0.008520154,0,0.023709403,0,0,0,0,0,0.021438579,0,0,0,0,0.02628318,0,0.013872564,0,0,0,0,0,0,0,0,0,0,0.020302848,0.008293221,0.010453229,0,0.017996252,0,0,0,,,0.215066698,medium
Article 334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 335,0.008373805,0,0,0,0,0,0,0.025833044,0,0,0,0,0,0,0.010519579,0.05453711,0,0,0,0,0,0,0.036981542,0,0,0,0,0.04976317,0,0,0,0,0,0,,,0.42227355,medium
Article 336,0,0.053527202,0,0.122080155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022543458,0,0,0,0,0.015736092,0,0.008101966,0,0,0,0,0,4.9,,5.210160747,high
Article 337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011955756,0,0,0,0,0,0,0,0,0,0,0,0.002399259,0,0,0,0,0.01063118,0,,,0.051449481,low
Article 338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184055622,0,0,0,0,0,0,0,0.023238291,0,0.028007219,0,0,0,0.017160583,0,,,0.252461715,medium
Article 340,0,0,0.004982712,0,0.116348031,0,0,0,0,0,0,0,0,0,0.00899763,0.005871722,0,0,0,0.155170346,0.167012214,0,0,0,0,0,0,0.005809613,0,0,0,0,0.00902864,0,,,0.523860194,medium
Article 341,0,0,0,0.084340586,0,0,0,0,0,0,0,0,0,0,0,0.005984277,0,0,0.043052993,0,0,0.031148853,0,0,0,0,0,0.005920978,0.030020636,0,0,0,0,0,,,0.248192099,medium
Article 342,0,0,0,0.024803427,0,0,0,0,0,0,0,0,0,0,0.013484023,0,0,0,0.050645214,0,0,0,0,0,0,0,0,0.010997923,0.009425689,0,0.032247442,0,0.009443899,0,,13,13.25740791,high
Article 343,0,0,0.00705552,0,0,0,0,0.019623765,0,0,0.0358498,0,0,0,0,0.049191667,0,0,0,0,0,0,0,0,0,0,0,0.020263297,0,0,0,0,0,0,,,0.287253973,medium
Article 344,0.011581433,0,0,0.053525413,0,0,0,0,0.029141431,0,0,0,0,0.035726691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024462281,0,0.010189895,0,,7,7.191113138,high
Article 345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002772,0,0,0,0,0,0,0,0,0,0,0,0.001981588,0,0,0,0,0,0,,,0.057860865,low
Article 346,0,0,0.003534723,0,0.069929682,0,0,0,0.006392354,0,0,0,0,0,0,0.004998461,0,0,0,0.102738952,0.074726094,0,0,0,0,0.007711846,0,0.00494559,0.004461813,0,0.005365953,0,0,0,,,0.366338614,medium
Article 347,0,0,0,0,0.011999487,0,0,0,0,0,0,0,0,0,0,0.03024517,0,0,0.01763075,0,0,0,0,0,0,0,0.008904015,0.009698865,0.004584367,0,0,0,0,0,,,0.217636863,medium
Article 348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161919,0,0.004349211,0,0,0,0,0,0,0,0,0,0.001602063,0,0,0,0,0,0,,,0.057669847,low
Article 349,0,0,0.004684469,0,0.023563224,0,0,0,0,0,0,0,0,0,0.025377216,0.013248639,0,0,0,0.019451004,0.036561495,0,0,0,0,0,0,0.0131085,0,0,0,0,0.029042055,0,,,0.295333091,medium
Article 350,0.021492068,0,0,0.012807169,0,0,0,0,0,0,0,0,0,0,0,0.007143225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.055742074,low
Article 351,0,0,0,0.02724282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020122758,0,0,0,0,0.014046363,0,0.017584679,0,0,0,0,0,,,0.07899662,low
Article 352,0,0,0,0.050070162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05111822,0,0,0,0,0,0,0,0,0,0.038054885,0,0,0,0,0,,25,25.13924327,high
Article 353,0,0,0,0.124094204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084461145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.299119714,medium
Article 354,0,0,0,0,0,0,0,0,0,0,0.016515046,0,0,0,0,0.019339996,0,0,0,0,0,0,0,0,0,0,0,0.004847117,0,0,0,0,0,0,,,0.204106414,medium
Article 355,0,0,0,0,0.085276147,0,0,0,0,0,0,0,0,0,0.011742768,0.009195789,0,0,0,0.027001617,0.026671699,0,0,0,0,0,0,0.00909852,0,0,0,0,0,0,,,0.261119731,medium
Article 356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012014942,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.054174373,low
Article 357,0,0,0,0,0.053895248,0,0,0,0,0,0,0,0,0,0.015737538,0,0,0,0,0.108561881,0.107235424,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.343308153,medium
Article 358,0.009931688,0,0,0.022950428,0,0,0,0,0,0,0,0,0,0,0,0.028858134,0,0,0,0,0,0,0,0,0,0,0,0.003222387,0.008169097,0,0,0,0,0,,,0.418442606,medium
Article 359,0,0,0,0,0,0,0,0,0.011215441,0.009020984,0,0,0,0,0,0.001710315,0,0,0,0,0,0,0,0,0,0,0,0.001692224,0,0,0,0,0,0,,,0.028847,low
Article 360,0,0,0,0.013130856,0,0,0,0.010994914,0,0,0,0,0,0,0,0.007323762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999141,0,,,0.056109691,low
Article 361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008436318,0.017387409,0,0,0,0,0,0.022925065,0,0,0,0,0,0.004357747,0,0,0,0,0,0,,,0.166861675,medium
Article 362,0,0,0,0,0.12636269,0,0,0,0,0,0,0,0,0,0.041305519,0.01078215,0,0,0,0.047489478,0.100086839,0,0,0,0,0,0,0.019090568,0,0,0,0,0,0,,,0.494747835,medium
Article 363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.085180388,low
Article 364,0,0,0,0.048460388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205744421,0,0,0,0,0,0,0,0,0,0,0,0,,,0.254204809,medium
Article 365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019616087,0,0,0,0,0,0,0,0,0,0,0,0.013014555,0,0,0,0,0.017646239,0,,,0.172067808,medium
Article 366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,low
Article 367,0,0,0,0,0,0,0,0,0,0,0.006705624,0,0,0,0,0.002983681,0,0,0,0,0,0,0,0,0,0,0,0.00605972,0,0,0,0,0,0,,,0.049585812,low
Article 368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.047951548,low
Article 369,0,0,0,0.012041141,0,0,0,0,0.006555691,0,0,0,0,0,0,0.003357986,0,0,0,0,0.040274229,0.026682367,0,0,0,0,0,0,0,0,0.005503064,0,0.004584662,0,,,0.153387868,medium
Article 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518825,0,0,0,0,0,0,0.050230362,0,0,0,0,0.011070824,0.018710488,0,0,0,0,0,,,0.217684061,medium
Article 371,0,0,0,0,0.12211647,0,0,0,0,0,0,0,0,0,0.016654488,0.019563253,0,0,0,0.019147875,0.027641015,0,0,0,0,0.010061016,0,0.019356322,0,0,0,0,0,0,,,0.415606675,medium
Article 372,0,0,0.060520131,0,0,0,0,0,0,0,0,0,0,0,0,0.015655584,0,0,0,0,0,0,0,0,0,0,0,0.015489986,0,0,0,0,0,0,,,0.274246199,medium
Article 373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.063472653,low
Article 374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440225,0,0,0,0,0,0,0,0,0.020261924,0,0,0.004355685,0,0,0,0,0,0,,,0.259594252,medium
Article 375,0,0,0,0.017015983,0.01182349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052116474,0,0,0,0,0,0,0,0.017546838,0,0.028433272,0,0,0,0.006478832,0,,7,7.243636583,high
Article 376,0,0,0.003402219,0,0.042342394,0,0,0,0,0,0,0,0,0,0.006143623,0.011225867,0,0,0,0.028253606,0.027908391,0,0,0,0,0.01484551,0,0.021128926,0,0,0,0,0,0,,,0.200618303,medium
Article 377,0,0,0,0.017442377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.04184681,low
Article 378,0,0,0,0.074858819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114638623,0,0,0,0,0,0,0,0.019298555,0,0.009936154,0,0,0,0,0,,,0.218732151,medium
Article 379,0,0,0,0,0,0,0,0,0,0.013067225,0,0,0,0,0,0.013489982,0,0,0,0.015050424,0.014866531,0,0,0,0.007863803,0,0,0.014057981,0.004285533,0,0,0,0.004584176,0,,,0.143401494,medium
Article 380,0.013566381,0,0.032716869,0,0,0,0,0,0,0,0,0,0,0,0,0.02224369,0,0,0,0,0,0,0,0,0,0,0,0.022008406,0,0,0,0,0,0,,,0.295208026,medium
Article 381,0,0,0,0.041148177,0,0,0.050570065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015667159,0,,,0.136171555,low
Article 382,0,0,0,0.015952906,0,0,0,0,0.014845172,0.011940507,0.03052692,0,0,0,0,0.004527671,0,0,0,0,0,0,0,0,0,0,0,0.00447978,0,0,0,0,0,0,,,0.096060059,low
Article 383,0,0,0,0,0,0,0,0.080417328,0,0,0,0,0,0,0.052210596,0.049497753,0,0,0,0,0,0,0,0,0,0,0,0.022474314,0,0,0,0,0,0,,,0.390747776,medium
Article 384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.035785295,low
Article 385,0,0,0,0.076203118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019449546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01450716,0,,37,37.2089781,high
Article 386,0,0,0,0,0.054382155,0,0,0.074895982,0,0.024269537,0,0,0,0,0,0.047157055,0,0,0,0,0,0,0,0,0,0,0,0.021977821,0,0,0,0,0,0,,,0.362386888,medium
Article 387,0.010343463,0,0,0.023901969,0,0,0,0,0,0,0,0,0,0,0,0.030054613,0,0,0,0,0,0,0,0,0,0,0,0.003355989,0.008507794,0,0,0,0,0,,,0.435791533,medium
Article 388,0,0,0,0,0.006402572,0,0,0,0.037215828,0.013793636,0,0,0,0.024601329,0,0.025969727,0,0,0,0,0,0,0,0,0.012036683,0,0,0.015525082,0,0,0.016844678,0,0,0,,,0.331443419,medium
Article 389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 390,0,0,0,0.11814868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040207248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4.158355928,high
Article 391,0,0,0,0.101795288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.101795288,low
